building_id,fold,model,h,mae,nmae
Bobcat_education_Angela,fold0,transformer,22,5.8813518740371915,1.1735142760208788
Bobcat_education_Angela,fold0,transformer,23,6.00862316899307,1.1989088935777203
Bobcat_education_Angela,fold0,transformer,24,6.120102814212613,1.221152581415611
Bobcat_education_Angela,fold1,seasonal_naive,1,30.61236819444444,0.7276202539145481
Bobcat_education_Angela,fold1,seasonal_naive,2,30.57663763888889,0.7267709803222308
Bobcat_education_Angela,fold1,seasonal_naive,3,30.54084597222222,0.7259202541901456
Bobcat_education_Angela,fold1,seasonal_naive,4,30.481173055555555,0.7245018986254592
Bobcat_education_Angela,fold1,seasonal_naive,5,30.433471388888886,0.7233680856975705
Bobcat_education_Angela,fold1,seasonal_naive,6,30.385708611111113,0.7222328202299144
Bobcat_education_Angela,fold1,seasonal_naive,7,30.33800694444444,0.7210990073020257
Bobcat_education_Angela,fold1,seasonal_naive,8,30.29030513888889,0.7199651910729103
Bobcat_education_Angela,fold1,seasonal_naive,9,30.24260375,0.7188313847474753
Bobcat_education_Angela,fold1,seasonal_naive,10,30.171020972222223,0.7171299456882121
Bobcat_education_Angela,fold1,seasonal_naive,11,30.075556388888895,0.7148608639914406
Bobcat_education_Angela,fold1,seasonal_naive,12,29.992063194444448,0.7128763282326935
Bobcat_education_Angela,fold1,seasonal_naive,13,29.920480138888887,0.7111748825709767
Bobcat_education_Angela,fold1,seasonal_naive,14,29.825015555555556,0.7089058008742052
Bobcat_education_Angela,fold1,seasonal_naive,15,29.729612083333333,0.7066381717172012
Bobcat_education_Angela,fold1,seasonal_naive,16,29.646118888888886,0.7046536359584542
Bobcat_education_Angela,fold1,seasonal_naive,17,29.53874416666667,0.7021014641646525
Bobcat_education_Angela,fold1,seasonal_naive,18,29.455250833333334,0.7001169251046787
Bobcat_education_Angela,fold1,seasonal_naive,19,29.359847361111115,0.6978492959476748
Bobcat_education_Angela,fold1,seasonal_naive,20,29.264382777777783,0.6955802142509032
Bobcat_education_Angela,fold1,seasonal_naive,21,29.16897930555556,0.6933125850938993
Bobcat_education_Angela,fold1,seasonal_naive,22,29.097396250000006,0.6916111394321826
Bobcat_education_Angela,fold1,seasonal_naive,23,29.025813194444446,0.6899096937704657
Bobcat_education_Angela,fold1,seasonal_naive,24,28.94231986111111,0.687925154710492
Bobcat_education_Angela,fold1,lgbm_direct,1,9.90553699652136,0.23544305029876259
Bobcat_education_Angela,fold1,lgbm_direct,2,12.320748819130532,0.2928498157101113
Bobcat_education_Angela,fold1,lgbm_direct,3,13.994640434052364,0.33263626523073
