building_id,site_id,fold,model,mae,rmse,nmae,n,skill,mean_load,zero_frac,lgbm_sec
Bobcat_education_Angela,Bobcat,fold0,seasonal_naive,13.423135821759258,27.92085413918302,2.678336860839578,17280,1.0,5.01174292824074,0.9180555555555555,16.5
Bobcat_education_Angela,Bobcat,fold0,lgbm_direct,6.396271416815848,16.12996202927319,1.2762568847602715,17280,0.4765109659731911,5.01174292824074,0.9180555555555555,16.5
Bobcat_education_Angela,Bobcat,fold0,lgbm_recursive,11.351708518109456,21.505548046939168,2.26502210521285,17280,0.8456823106645495,5.01174292824074,0.9180555555555555,16.5
Bobcat_education_Angela,Bobcat,fold0,lgbm_multioutput,6.396271416815848,16.12996202927319,1.2762568847602715,17280,0.4765109659731911,5.01174292824074,0.9180555555555555,16.5
Bobcat_education_Angela,Bobcat,fold0,lstm_seq2seq,2.9869337241444915,13.075801453735066,0.5959870182713037,15336,0.22252130678008883,5.01174292824074,0.9180555555555555,16.5
Bobcat_education_Angela,Bobcat,fold0,transformer,4.8471893084284785,13.858575273589686,0.9671663885860913,15336,0.3611070745906524,5.01174292824074,0.9180555555555555,16.5
Bobcat_education_Angela,Bobcat,fold1,seasonal_naive,29.87973840277778,39.736346431855615,0.7102064990671005,17280,1.0,42.071902245370374,0.021527777777777778,17.1
Bobcat_education_Angela,Bobcat,fold1,lgbm_direct,18.29201605888211,25.04098287278443,0.4347798669097492,17280,0.6121879586864651,42.071902245370374,0.021527777777777778,17.1
Bobcat_education_Angela,Bobcat,fold1,lgbm_recursive,15.716137180412991,21.388973399201927,0.3735542331495697,17280,0.5259797448210569,42.071902245370374,0.021527777777777778,17.1
Bobcat_education_Angela,Bobcat,fold1,lgbm_multioutput,18.29201605888211,25.04098287278443,0.4347798669097492,17280,0.6121879586864651,42.071902245370374,0.021527777777777778,17.1
Bobcat_education_Angela,Bobcat,fold1,lstm_seq2seq,26.28434376014913,32.002495132267065,0.6247481658151428,17280,0.8796711472449036,42.071902245370374,0.021527777777777778,17.1
Bobcat_education_Angela,Bobcat,fold1,transformer,19.64432583075435,27.954364800766882,0.46692269144821064,17280,0.6574463794143562,42.071902245370374,0.021527777777777778,17.1
Bobcat_education_Angela,Bobcat,fold2,seasonal_naive,26.25235772569445,34.74864110001967,1.1495996168181217,17280,1.0,22.836087748842594,0.46319444444444446,17.8
Bobcat_education_Angela,Bobcat,fold2,lgbm_direct,8.570704980293272,15.449700061989638,0.3753140675651705,17280,0.3264737236116781,22.836087748842594,0.46319444444444446,17.8
Bobcat_education_Angela,Bobcat,fold2,lgbm_recursive,10.585617986945357,17.213457506384668,0.463547789068286,17280,0.40322542064801675,22.836087748842594,0.46319444444444446,17.8
Bobcat_education_Angela,Bobcat,fold2,lgbm_multioutput,8.570704980293272,15.449700061989638,0.3753140675651705,17280,0.3264737236116781,22.836087748842594,0.46319444444444446,17.8
Bobcat_education_Angela,Bobcat,fold2,lstm_seq2seq,14.451854481444803,22.450109712633434,0.6328515917608203,17280,0.55049739274656,22.836087748842594,0.46319444444444446,17.8
Bobcat_education_Angela,Bobcat,fold2,transformer,14.617442919577845,21.793682710060576,0.6401027654274408,17280,0.556804957189466,22.836087748842594,0.46319444444444446,17.8
Bobcat_education_Angela,Bobcat,fold3,seasonal_naive,7.45852412037037,11.922219206714088,0.21067375363676114,17280,1.0,35.40319565972222,0.0,18.3
Bobcat_education_Angela,Bobcat,fold3,lgbm_direct,8.755637548681763,12.834147149537111,0.24731206845948497,17280,1.1739102009161273,35.40319565972222,0.0,18.3
Bobcat_education_Angela,Bobcat,fold3,lgbm_recursive,7.897178544025273,11.83667459549447,0.22306400303320062,17280,1.0588124964906758,35.40319565972222,0.0,18.3
Bobcat_education_Angela,Bobcat,fold3,lgbm_multioutput,8.755637548681763,12.834147149537111,0.24731206845948497,17280,1.1739102009161273,35.40319565972222,0.0,18.3
Bobcat_education_Angela,Bobcat,fold3,lstm_seq2seq,21.293870873468713,25.96787429234475,0.601467479888955,17280,2.854971108199797,35.40319565972222,0.0,18.3
Bobcat_education_Angela,Bobcat,fold3,transformer,11.961627561020673,16.88473261731079,0.33786858327677094,17280,1.6037526148573602,35.40319565972222,0.0,18.3
Bobcat_other_Howard,Bobcat,fold0,seasonal_naive,19.131049149305554,42.244669160144724,3.6213166397151855,17280,1.0,5.28289875,0.9241319444444445,16.1
Bobcat_other_Howard,Bobcat,fold0,lgbm_direct,10.583688441693818,22.089963756394926,2.0033865766770216,17280,0.5532204929847248,5.28289875,0.9241319444444445,16.1
