model,skill_mean,skill_med,nmae_mean,n
lgbm_direct,0.9058526832051643,0.5914842469702213,0.8531722322465446,45
lgbm_multioutput,0.9058526832051643,0.5914842469702213,0.8531722322465446,45
seasonal_naive,1.0,1.0,0.7980855735187903,45
transformer,1.5249503129242894,0.6574463794143562,1.6019928606385918,45
lgbm_recursive,1.7410434176534384,1.1032830189941347,1.2486157311628117,45
lstm_seq2seq,1.9434009022649759,0.6277560187408843,2.3085117116127942,45
